"dateRep","Germany","United_States_of_America","France","Italy","United_Kingdom","Spain","Sweden","Belgium","Israel","Netherlands"
"2021-04-04",270.1,268.3,799.4,482.8,93.7,189.6,682.4,552.1,74.8,615.2
"2021-04-05",267.4,276.1,791.9,459.9,89.9,176.5,682.4,549.9,67.5,610.5
"2021-04-06",251.4,278.2,782.1,441.8,85.5,178.9,759,534.1,60.4,610.3
"2021-04-07",259.3,274.6,686.7,429.2,81.3,197.7,750.8,510.1,59.9,601.6
"2021-04-08",265.2,278.3,763,418.5,76.6,190.1,751.9,504.3,53.6,603.2
"2021-04-09",269.1,279.9,701.2,410,60.4,197.2,766.2,493.4,49.6,602.8
"2021-04-10",270.4,281.1,640.2,399.6,58.6,197.2,766.2,486.8,51.2,596.1
"2021-04-11",271.5,282.1,759.9,393.2,55.4,197.2,766.2,472.1,46.3,600.4
"2021-04-12",274.1,282.3,759,388.1,53.8,212.7,766.2,468.5,46.6,599.1
"2021-04-13",281,287.3,771.5,383.7,51.5,215.4,792.7,463.9,42.7,603.3
"2021-04-14",288.2,290,748.5,371,49.1,219.6,797.1,456.1,40.3,587.9
"2021-04-15",291.1,288.5,729.8,362.3,46.5,225.2,785.1,443.4,39.8,591.2
"2021-04-16",300.5,291.6,714.6,352.4,45.6,247.9,860.9,436.8,37.3,599.4
"2021-04-17",320.2,288.3,767.6,342.7,43.9,227.4,860.9,427.3,32.5,600.9
"2021-04-18",309.4,290.4,691.7,333.9,43.1,227.4,860.9,422.8,32.3,609.4
"2021-04-19",316.1,287.6,685.7,330.9,43.4,250.3,860.9,419.9,30.2,618.9
"2021-04-20",344.5,287.7,739,338,43.6,236.1,810.3,434.7,28.2,625.4
"2021-04-21",337.3,284,789.2,338.2,43.1,255.2,817.2,448.3,26.3,638
"2021-04-22",343.5,280.2,694.9,336.3,42.5,257.2,816.4,444.1,26.8,646.2
"2021-04-23",341.5,274.1,742.6,329.4,53.7,259,801.5,433.1,25.6,653.8
"2021-04-24",336.4,270.1,788.8,323.2,52.8,259,801.5,427.6,25,654.3
"2021-04-25",351.5,265.8,650.5,319,52.8,259,801.5,422.3,24.2,652.2
"2021-04-26",343.8,259,646.7,316.8,50.5,252.8,801.5,421.6,22.5,649.3
"2021-04-27",339.6,250.8,633.7,311.7,50.8,255.8,759.9,417.9,21.8,641.1
"2021-04-28",336.2,244.7,616,307.1,50.2,251.9,744,411.1,20,659.1
"2021-04-29",335.1,239.8,599,302.8,49.7,252.9,744.6,408.2,17.4,657.9
"2021-04-30",323.8,233.1,581,298.7,49.1,249.8,727.4,405.7,17.8,650.7
"2021-05-01",321.8,231,565.9,294.7,48.6,249.8,727.4,400.7,18.5,635.4
"2021-05-02",330.8,227.1,537.1,288.8,48.3,249.8,727.4,393.2,17.4,617.6
"2021-05-03",323.5,221.8,532.7,284,46.2,239.7,727.4,390.6,16.2,629.7
"2021-05-04",314.8,215.7,503.6,279.1,45.4,249.4,710.2,384.6,15.5,634.8
"2021-05-05",312.6,210.2,490.4,273.7,45,225,705.5,376,14.7,627.2
"2021-05-06",296.1,204.2,473,266.7,44.8,218.9,693.6,368.8,11.8,610.4
"2021-05-07",287.5,199.9,453.5,259.7,44.4,211.3,687.7,370,11.2,600.1
"2021-05-08",286,193.9,435.9,253.7,44.3,211.3,687.7,365.1,10.5,596.2
"2021-05-09",267.6,190.7,413.2,245.7,44.4,211.3,687.7,364,10.1,587.5
"2021-05-10",269.2,187.4,409.3,240.1,44.8,198.7,687.7,360.6,9.8,585.4
"2021-05-11",261.8,182.3,393.7,234.4,44.5,192.9,676.8,356.3,9,586.4
"2021-05-12",235.9,176.4,378.7,225.2,44.7,188.1,667.5,350.5,8.2,573
"2021-05-13",223.3,170.3,368.3,214.9,45,178.6,596.6,343.9,7.5,557.5
"2021-05-14",218.6,165.6,342.7,205.2,44.7,172.6,629,326.8,6.9,544.3
"2021-05-15",205.3,160.6,327.9,194.8,44.9,172.6,629,316.1,7.4,536.6
"2021-05-16",203.2,156.8,333.9,189.1,45.3,172.6,629,313.7,6.5,530.4
"2021-05-17",203.1,150.2,333.3,185,45.8,161.3,629,310.6,6.2,493.2
"2021-05-18",183.3,146.3,322.7,177.3,39.4,160.2,580.1,302.7,5.4,479.2
"2021-05-19",170.7,141.6,312.5,168.9,39.4,159.7,556.1,300,5.2,463.3
"2021-05-20",162.1,136.4,,158.9,39.5,154.9,525.3,297.2,5,450.9
"2021-05-21",153.8,130.3,,150.1,39.8,147.7,500.5,290.1,5,431.4
"2021-05-22",145.8,126.1,,141,40.5,147.7,500.5,282.8,4.9,406.5
"2021-05-23",151.3,123.5,,133.9,41,147.7,500.5,278.5,4.9,388.3
"2021-05-24",145.4,120.2,,129.6,41,141.4,500.5,275.6,4.7,369.7
"2021-05-25",124.9,116.9,,123.5,40.8,142.3,423.5,261.8,4.5,352
"2021-05-26",122.4,113.3,,117,41.9,139.3,387.9,250.8,4.4,330.9
"2021-05-27",114.4,110.1,,110.5,42.9,138.4,401.4,250.8,4.2,315.2
"2021-05-28",109.4,104,,104.2,45.6,136.6,310.4,257.1,4.1,305.5
"2021-05-29",106,98.9,,98.7,47.4,136.6,310.4,256.2,3.9,299.2
"2021-05-30",101.2,95.8,,94.1,49.1,136.6,310.4,252.6,3.9,289.1
"2021-05-31",97.4,88.9,,91.4,51,133.7,310.4,251.1,3.7,284.5
"2021-06-01",91.9,87.4,,88.1,59.1,134.6,211.2,248.4,4,266.9
"2021-06-02",83.8,83.7,,83.8,62.2,132.3,165.5,231.6,3.4,254.9
"2021-06-03",75.4,80.3,186,77.6,65.9,131.2,216.1,217.9,3.1,243.7
"2021-06-04",69.3,77,177.4,73.2,70.9,131.6,195.3,205.3,2.9,233.4
"2021-06-05",64.4,75.2,168.6,69.4,75.5,131.6,195.3,196.3,3,227.4
"2021-06-06",61.2,72.9,161.7,66.6,80.2,131.6,195.3,189.1,2.9,216.4
"2021-06-07",60.1,69.8,160.1,64.5,84.9,128.3,195.3,185.1,2.5,208.8
"2021-06-08",59.7,66.9,164.4,62.4,90.1,124.4,162,185.5,2.3,202.6
"2021-06-09",58.3,65.3,153.9,59.5,96.5,123.1,146.5,178.7,2,196.5
"2021-06-10",53.3,61.4,139.9,56.1,102.2,141.8,141.2,161,2.4,186.2
"2021-06-11",48.5,62.2,129,53,108,138.9,148.4,147.4,2.5,171.7
"2021-06-12",44.9,61.1,117.8,50.3,114.3,138.9,148.4,138.1,2.4,159
"2021-06-13",42.5,60.5,109.4,47.7,120.6,138.9,148.4,130.6,2.4,149.2
"2021-06-14",40.9,62.6,109.9,46.2,126.9,135.6,148.4,125.8,2.5,142.3
"2021-06-15",38.7,59.1,100.1,44.2,133.5,133.5,160,117.2,2.2,134.7
"2021-06-16",34.3,57.7,102.6,41.7,140.2,131,160,107,2.3,126.1
"2021-06-17",31,55.1,82.6,40.7,148.6,128.8,75.7,97.4,2.5,116.3
"2021-06-18",28.5,56.2,77,38.3,154.7,127.2,65.1,84.9,2.7,107.5
"2021-06-19",27,54.6,71,36.3,161.2,127.2,65.1,79.5,3.1,99.1
"2021-06-20",25.3,54.2,66.2,34,166.8,127.2,65.1,74.3,3.4,94.1
"2021-06-21",24.2,53.2,65.2,32.7,174,122.2,65.1,72.2,4.7,89.4
"2021-06-22",22.3,52.6,59.6,30.9,182.2,123.3,72.1,67.8,5.7,85.1
"2021-06-23",19.8,50.7,54.8,29.2,194.9,123.1,65.5,66.5,7.4,78.8
"2021-06-24",17.1,50.2,51.3,26.2,208.8,102.8,61.1,66.5,9.4,73.8
"2021-06-25",15.3,49.9,48.5,24.3,219.7,104.5,53.9,64.6,11.4,69.5
"2021-06-26",14.2,49.6,45.8,22.8,235,104.5,53.9,57.9,13.4,65.7
"2021-06-27",13.4,49.3,43.9,21.8,245.8,104.5,53.9,53,14.1,62.5
"2021-06-28",12.7,50.1,43.6,21,268,108.8,53.9,59.5,17.4,60.8
"2021-06-29",12,50.1,43.9,20,286.7,116.6,50.6,64.4,20.6,57.9
"2021-06-30",11.3,50.3,41.4,19,311.5,128.2,53,63.6,23.8,55.6
"2021-07-01",11.1,51.5,42.2,18.2,336.3,145.6,58.6,65.9,26.8,54.1
"2021-07-02",10.8,54.3,41.5,17.7,360.7,163.5,61.8,71.2,30.1,54.4
"2021-07-03",10.1,53.2,42,17.2,381.9,163.5,61.8,64.1,32.6,56.9
"2021-07-04",10,53.1,43.1,17.1,403.8,163.5,61.8,61.2,35.8,59.9
"2021-07-05",9.8,51.1,43.6,17.1,428.3,217.8,61.8,75.3,40.1,65.5
"2021-07-06",9.9,55.1,45.6,17.2,453.5,239.4,36.8,78.3,44.1,74.3
"2021-07-07",9.7,58.2,48.2,17,477.2,267.3,35.3,86.6,48,91.8
"2021-07-08",10.2,60.4,51.6,18.9,499.9,294.7,33.8,91.2,52.5,119.3
"2021-07-09",10.4,67.8,55.5,19.9,530.1,330.9,36.1,96.8,54.8,156.1
"2021-07-10",10.8,68.4,59.3,20.8,550.6,330.9,36.1,96.8,57.6,213
"2021-07-11",11,69,63.3,21.8,575.3,330.9,36.1,96.8,60.6,264.5
"2021-07-12",11.3,75.1,64.4,22.7,593.1,381.7,36.1,116.9,59.3,310.5
"2021-07-13",11.8,79.6,69.7,24.1,617,460.6,34.3,118.9,70.7,353.1
"2021-07-14",12.8,85.3,69.8,26.4,641.3,497.3,35.5,133.6,75.6,410.5
"2021-07-15",13.6,89.5,82.1,29,672.2,530.1,33.4,139.6,83.3,470.3
"2021-07-16",14.7,104.4,94.4,32.5,709.2,569.7,33.7,145.9,89.3,531.1
